Auction,VehicleAge,Make,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,IsBadBuy
MANHEIM,4,CHRYSLER,AUTO,Alloy,76562,AMERICAN,MEDIUM,CHRYSLER,8485,8151,0
MANHEIM,4,CHRYSLER,AUTO,Alloy,86671,AMERICAN,SPECIAL,CHRYSLER,10935,10006,1
MANHEIM,5,FORD,AUTO,NULL,80195,AMERICAN,LARGE,FORD,8771,8897,0
MANHEIM,7,CHRYSLER,AUTO,Covers,85518,AMERICAN,SPECIAL,CHRYSLER,2873,3042,1
MANHEIM,4,DODGE,AUTO,Alloy,50985,AMERICAN,SMALL,CHRYSLER,4480,4187,0
MANHEIM,5,KIA,AUTO,Alloy,88188,ASIAN,MEDIUM,OTHER,7862,9699,1
MANHEIM,6,FORD,AUTO,Alloy,64081,AMERICAN,MEDIUM,FORD,7411,9981,1
MANHEIM,1,CHEVROLET,AUTO,Covers,76259,AMERICAN,LARGE,GM,10368,10453,0
ADESA,8,FORD,MANUAL,Alloy,88581,AMERICAN,SMALL,FORD,3896,3861,0
ADESA,3,DODGE,MANUAL,Covers,72948,AMERICAN,MEDIUM,CHRYSLER,7881,10414,0
MANHEIM,3,DODGE,AUTO,Covers,65940,AMERICAN,MEDIUM,CHRYSLER,6461,6418,0
MANHEIM,3,CHEVROLET,AUTO,Alloy,78236,AMERICAN,MEDIUM,GM,13017,11824,0
ADESA,7,MAZDA,AUTO,Alloy,78490,ASIAN,SMALL,OTHER,4724,4494,0
MANHEIM,3,SUZUKI,AUTO,Covers,24648,ASIAN,MEDIUM,OTHER,6151,8815,0
MANHEIM,4,FORD,AUTO,Covers,58074,AMERICAN,SMALL,FORD,5638,8364,0
MANHEIM,4,DODGE,AUTO,Alloy,62202,AMERICAN,SPECIAL,CHRYSLER,7577,9902,1
OTHER,2,SUZUKI,AUTO,Covers,31363,ASIAN,MEDIUM,OTHER,7301,9550,0
MANHEIM,4,CHEVROLET,AUTO,Covers,65844,AMERICAN,SMALL,GM,5976,5751,0
MANHEIM,2,SUZUKI,AUTO,Alloy,41856,ASIAN,SMALL,OTHER,5770,5642,0
MANHEIM,6,CHEVROLET,AUTO,Alloy,88285,AMERICAN,LARGE,GM,11511,13375,0
OTHER,2,DODGE,AUTO,Covers,49139,AMERICAN,MEDIUM,CHRYSLER,7934,10856,1
MANHEIM,5,CHRYSLER,AUTO,Alloy,58502,AMERICAN,SPECIAL,CHRYSLER,11369,14530,0
MANHEIM,7,CHEVROLET,AUTO,Covers,36213,AMERICAN,SMALL,GM,5403,7689,0
MANHEIM,3,MAZDA,AUTO,Covers,76518,ASIAN,MEDIUM,OTHER,9124,8973,0
MANHEIM,2,DODGE,AUTO,Covers,30529,AMERICAN,MEDIUM,CHRYSLER,8634,11277,0
MANHEIM,9,CHRYSLER,AUTO,Alloy,76461,AMERICAN,MEDIUM,CHRYSLER,3623,4782,1
MANHEIM,3,HYUNDAI,AUTO,Alloy,55544,ASIAN,MEDIUM,OTHER,8658,7714,0
OTHER,6,DODGE,AUTO,Alloy,97771,AMERICAN,MEDIUM,CHRYSLER,11009,12789,0
MANHEIM,4,SATURN,MANUAL,Covers,52674,AMERICAN,MEDIUM,GM,5868,7843,0
OTHER,2,DODGE,AUTO,Covers,70923,AMERICAN,SPECIAL,CHRYSLER,11144,13737,0
MANHEIM,6,CHEVROLET,AUTO,Alloy,85278,AMERICAN,MEDIUM,GM,10499,12358,0
MANHEIM,6,CHRYSLER,MANUAL,Alloy,85349,AMERICAN,MEDIUM,CHRYSLER,5106,7536,1
MANHEIM,3,DODGE,AUTO,Alloy,88434,AMERICAN,MEDIUM,CHRYSLER,13618,12930,0
MANHEIM,1,DODGE,AUTO,Covers,51848,AMERICAN,MEDIUM,CHRYSLER,7852,8346,0
MANHEIM,5,FORD,AUTO,Alloy,66045,AMERICAN,SMALL,FORD,7280,8867,0
ADESA,4,PONTIAC,AUTO,Alloy,93209,AMERICAN,MEDIUM,GM,11661,13307,0
MANHEIM,2,PONTIAC,AUTO,Alloy,51574,AMERICAN,MEDIUM,GM,9448,12974,0
MANHEIM,4,FORD,AUTO,Alloy,89376,AMERICAN,LARGE,FORD,8123,10098,0
ADESA,6,DODGE,AUTO,Alloy,89501,AMERICAN,MEDIUM,CHRYSLER,5808,5425,0
ADESA,3,CHEVROLET,AUTO,Covers,78361,AMERICAN,SPECIAL,GM,6759,9445,0
ADESA,2,SUZUKI,AUTO,Covers,43710,ASIAN,MEDIUM,OTHER,6653,6486,0
OTHER,9,CHEVROLET,AUTO,Alloy,56178,AMERICAN,LARGE,GM,3210,4981,0
MANHEIM,2,CHEVROLET,AUTO,Covers,72479,AMERICAN,MEDIUM,GM,12382,14614,0
MANHEIM,7,PONTIAC,AUTO,Covers,79987,AMERICAN,MEDIUM,GM,4910,6211,1
MANHEIM,5,PONTIAC,AUTO,Covers,69531,AMERICAN,SMALL,GM,4849,6782,0
OTHER,4,CHEVROLET,AUTO,Covers,89776,AMERICAN,MEDIUM,GM,8230,10241,0
OTHER,5,DODGE,AUTO,Alloy,52207,AMERICAN,SMALL,CHRYSLER,4409,6584,1
OTHER,1,DODGE,AUTO,Covers,47930,AMERICAN,MEDIUM,CHRYSLER,8410,8933,0
MANHEIM,2,PONTIAC,AUTO,Alloy,67430,AMERICAN,MEDIUM,GM,9815,9658,0
ADESA,5,FORD,AUTO,Alloy,84558,AMERICAN,MEDIUM,FORD,4276,6452,0
MANHEIM,5,HYUNDAI,AUTO,Covers,63606,ASIAN,MEDIUM,OTHER,4651,4671,0
MANHEIM,2,CHRYSLER,AUTO,Alloy,75421,AMERICAN,MEDIUM,CHRYSLER,12742,15103,0
MANHEIM,3,MITSUBISHI,AUTO,Covers,63600,ASIAN,SMALL,OTHER,7083,6868,0
MANHEIM,2,MERCURY,AUTO,NULL,84917,AMERICAN,MEDIUM,FORD,13303,15258,0
ADESA,3,CHEVROLET,AUTO,Covers,57277,AMERICAN,MEDIUM,GM,7072,6800,0
MANHEIM,6,DODGE,AUTO,Covers,63953,AMERICAN,MEDIUM,CHRYSLER,3631,5243,0
MANHEIM,5,FORD,AUTO,Alloy,85181,AMERICAN,LARGE,FORD,7184,9030,0
MANHEIM,5,DODGE,AUTO,Alloy,75177,AMERICAN,SPECIAL,CHRYSLER,6713,8292,0
MANHEIM,2,CHRYSLER,AUTO,Alloy,80218,AMERICAN,MEDIUM,CHRYSLER,15217,14922,0
MANHEIM,8,FORD,AUTO,Alloy,91848,AMERICAN,SPECIAL,FORD,3114,2813,1
MANHEIM,6,GMC,AUTO,Alloy,89214,AMERICAN,LARGE,GM,8728,9194,0
MANHEIM,5,FORD,AUTO,Alloy,91832,AMERICAN,MEDIUM,FORD,6478,8064,1
OTHER,2,KIA,AUTO,Covers,43763,ASIAN,MEDIUM,OTHER,7284,10109,0
OTHER,6,CHEVROLET,AUTO,Alloy,84236,AMERICAN,MEDIUM,GM,8953,8446,0
OTHER,7,DODGE,AUTO,Alloy,75461,AMERICAN,LARGE,CHRYSLER,7813,10033,0
MANHEIM,7,CHEVROLET,AUTO,Alloy,95227,AMERICAN,MEDIUM,GM,3455,5378,0
MANHEIM,7,BUICK,AUTO,Alloy,95868,AMERICAN,LARGE,GM,6542,9363,0
ADESA,9,FORD,AUTO,NULL,54865,AMERICAN,SMALL,FORD,2218,4003,1
MANHEIM,7,SATURN,AUTO,Covers,90475,AMERICAN,SMALL,GM,3337,2975,0
MANHEIM,1,CHEVROLET,AUTO,Covers,75277,AMERICAN,MEDIUM,GM,10887,11356,0
MANHEIM,5,DODGE,AUTO,Covers,70271,AMERICAN,SPECIAL,CHRYSLER,5176,6381,1
MANHEIM,6,FORD,AUTO,Alloy,85808,AMERICAN,MEDIUM,FORD,5349,5251,1
MANHEIM,8,CHEVROLET,AUTO,Alloy,66494,AMERICAN,MEDIUM,GM,6395,8645,0
MANHEIM,5,DODGE,AUTO,Alloy,88966,AMERICAN,SPECIAL,CHRYSLER,5244,4626,0
MANHEIM,2,DODGE,AUTO,Alloy,82950,AMERICAN,LARGE,CHRYSLER,15837,17841,0
ADESA,4,HYUNDAI,AUTO,Alloy,82370,ASIAN,MEDIUM,OTHER,5518,5250,0
ADESA,5,DODGE,AUTO,Alloy,46080,AMERICAN,LARGE,CHRYSLER,10377,12752,1
MANHEIM,3,FORD,AUTO,Alloy,82815,AMERICAN,MEDIUM,FORD,6037,8806,1
MANHEIM,4,CHEVROLET,AUTO,Covers,62509,AMERICAN,SMALL,GM,5990,5675,0
MANHEIM,5,FORD,AUTO,Alloy,68369,AMERICAN,LARGE,FORD,5480,4736,0
MANHEIM,4,DODGE,AUTO,Covers,73216,AMERICAN,SPECIAL,CHRYSLER,5262,5063,0
OTHER,7,CHRYSLER,AUTO,NULL,78044,AMERICAN,LARGE,CHRYSLER,3288,4959,1
MANHEIM,3,CHEVROLET,AUTO,Covers,68863,AMERICAN,SPECIAL,GM,7682,10435,0
MANHEIM,7,SATURN,AUTO,Alloy,91690,AMERICAN,MEDIUM,GM,3292,3440,0
MANHEIM,4,FORD,AUTO,Alloy,91663,AMERICAN,LARGE,FORD,12431,11622,0
OTHER,5,PONTIAC,AUTO,Alloy,108825,AMERICAN,LARGE,GM,5924,8140,1
MANHEIM,3,FORD,AUTO,Alloy,75162,AMERICAN,SMALL,FORD,9453,8671,0
OTHER,1,CHRYSLER,AUTO,Covers,45844,AMERICAN,MEDIUM,CHRYSLER,9196,12824,0
OTHER,1,KIA,AUTO,Alloy,42411,ASIAN,MEDIUM,OTHER,8272,11626,0
ADESA,5,NISSAN,AUTO,Covers,79638,ASIAN,MEDIUM,OTHER,7161,9536,0
ADESA,3,GMC,AUTO,Covers,84387,AMERICAN,LARGE,GM,8880,8125,1
ADESA,4,CHRYSLER,AUTO,Alloy,48165,AMERICAN,MEDIUM,CHRYSLER,6583,6493,0
MANHEIM,5,PONTIAC,AUTO,Alloy,62646,AMERICAN,SPECIAL,GM,4086,3500,0
OTHER,3,PONTIAC,AUTO,Covers,75416,AMERICAN,MEDIUM,GM,8931,8477,0
MANHEIM,4,FORD,AUTO,Alloy,81157,AMERICAN,SPECIAL,FORD,5532,8373,0
OTHER,5,CHEVROLET,AUTO,Alloy,86231,AMERICAN,SMALL,GM,5249,7196,1
MANHEIM,3,DODGE,AUTO,Covers,66657,AMERICAN,SPECIAL,CHRYSLER,10035,15058,1
OTHER,7,MERCURY,AUTO,Alloy,88843,AMERICAN,MEDIUM,FORD,3462,3405,0
MANHEIM,4,HYUNDAI,AUTO,Alloy,50646,ASIAN,MEDIUM,OTHER,4856,4728,0
MANHEIM,4,KIA,AUTO,Covers,65348,ASIAN,SMALL,OTHER,4103,6276,0
MANHEIM,4,MAZDA,AUTO,Alloy,73249,ASIAN,MEDIUM,OTHER,8336,10318,0
MANHEIM,3,FORD,AUTO,Alloy,65350,AMERICAN,SPECIAL,FORD,8749,8116,0
OTHER,4,CHRYSLER,AUTO,NULL,60356,AMERICAN,MEDIUM,CHRYSLER,6079,8368,1
OTHER,4,CHEVROLET,AUTO,Covers,67984,AMERICAN,SMALL,GM,5100,7635,0
OTHER,1,DODGE,AUTO,Covers,42821,AMERICAN,MEDIUM,CHRYSLER,8187,8644,0
ADESA,5,TOYOTA,AUTO,NULL,89918,ASIAN,MEDIUM,OTHER,7075,9213,1
MANHEIM,5,FORD,AUTO,Alloy,61986,AMERICAN,MEDIUM,FORD,4140,4015,0
MANHEIM,4,JEEP,AUTO,Covers,62469,AMERICAN,SMALL,CHRYSLER,9372,8697,0
OTHER,1,DODGE,AUTO,Covers,41921,AMERICAN,MEDIUM,CHRYSLER,8187,8644,0
MANHEIM,4,CHEVROLET,AUTO,Covers,88507,AMERICAN,MEDIUM,GM,11002,12978,0
MANHEIM,4,HYUNDAI,AUTO,Covers,81827,ASIAN,MEDIUM,OTHER,6018,7923,0
OTHER,3,FORD,AUTO,Alloy,82779,AMERICAN,MEDIUM,FORD,8874,8119,0
MANHEIM,4,CHRYSLER,AUTO,Alloy,51813,AMERICAN,MEDIUM,CHRYSLER,7255,10197,0
OTHER,2,CHRYSLER,AUTO,Alloy,47020,AMERICAN,MEDIUM,CHRYSLER,8164,8087,0
ADESA,4,DODGE,AUTO,Covers,76988,AMERICAN,SPECIAL,CHRYSLER,7541,10249,0
OTHER,1,DODGE,AUTO,Covers,40972,AMERICAN,MEDIUM,CHRYSLER,8187,8644,0
MANHEIM,5,PONTIAC,AUTO,Covers,61299,AMERICAN,MEDIUM,GM,7091,6429,0
OTHER,6,CHRYSLER,AUTO,Covers,72075,AMERICAN,SPECIAL,CHRYSLER,4471,7061,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,75857,AMERICAN,SMALL,GM,6022,9203,0
MANHEIM,3,MITSUBISHI,AUTO,Covers,74094,ASIAN,MEDIUM,OTHER,8605,11709,0
OTHER,2,PONTIAC,AUTO,Alloy,59820,AMERICAN,MEDIUM,GM,9366,12989,0
MANHEIM,4,DODGE,AUTO,Covers,73143,AMERICAN,SPECIAL,CHRYSLER,6077,5614,0
MANHEIM,4,CHEVROLET,AUTO,Covers,49811,AMERICAN,SMALL,GM,4373,7611,0
MANHEIM,6,DODGE,AUTO,NULL,94430,AMERICAN,MEDIUM,CHRYSLER,5441,4846,0
MANHEIM,3,PONTIAC,AUTO,Covers,73471,AMERICAN,MEDIUM,GM,9076,8554,0
MANHEIM,5,CHEVROLET,AUTO,Covers,93348,AMERICAN,MEDIUM,GM,5600,6824,0
MANHEIM,4,FORD,AUTO,Covers,80909,AMERICAN,MEDIUM,FORD,4636,4498,0
ADESA,5,FORD,AUTO,Alloy,90559,AMERICAN,LARGE,FORD,11139,10725,0
MANHEIM,3,FORD,AUTO,Alloy,77515,AMERICAN,MEDIUM,FORD,6996,6739,0
MANHEIM,5,KIA,MANUAL,Covers,58355,ASIAN,MEDIUM,OTHER,4914,9903,0
OTHER,1,CHRYSLER,AUTO,Covers,52589,AMERICAN,MEDIUM,CHRYSLER,9487,10072,1
MANHEIM,2,CHEVROLET,AUTO,Covers,88217,AMERICAN,MEDIUM,GM,8479,11375,0
MANHEIM,5,DODGE,AUTO,Covers,77617,AMERICAN,MEDIUM,CHRYSLER,5010,6625,0
ADESA,4,NISSAN,AUTO,NULL,84827,ASIAN,MEDIUM,OTHER,7284,9791,1
MANHEIM,2,DODGE,AUTO,Covers,87999,AMERICAN,SPECIAL,CHRYSLER,13147,15998,0
ADESA,8,JEEP,AUTO,NULL,63277,AMERICAN,SMALL,CHRYSLER,3764,6136,1
MANHEIM,4,CHRYSLER,AUTO,Covers,53660,AMERICAN,MEDIUM,CHRYSLER,6173,8487,0
MANHEIM,3,CHRYSLER,AUTO,Covers,51219,AMERICAN,MEDIUM,CHRYSLER,6508,6361,0
MANHEIM,7,CHEVROLET,AUTO,Alloy,89406,AMERICAN,SMALL,GM,3575,5502,0
MANHEIM,9,CHRYSLER,AUTO,Alloy,89462,AMERICAN,LARGE,CHRYSLER,4373,6236,0
OTHER,1,TOYOTA,AUTO,Covers,48800,ASIAN,MEDIUM,OTHER,11014,13409,0
ADESA,4,CHEVROLET,AUTO,Covers,59644,AMERICAN,LARGE,GM,5967,5439,0
MANHEIM,6,CHEVROLET,AUTO,Alloy,87283,AMERICAN,SPECIAL,GM,4983,7334,0
ADESA,3,SUZUKI,AUTO,Covers,44617,ASIAN,MEDIUM,OTHER,5588,7826,0
OTHER,4,CHEVROLET,AUTO,Covers,79328,AMERICAN,LARGE,GM,7091,9315,0
MANHEIM,4,VOLKSWAGEN,AUTO,Alloy,77380,OTHER,SMALL,OTHER,8771,12074,0
ADESA,4,KIA,AUTO,Covers,46676,ASIAN,MEDIUM,OTHER,5854,7992,0
MANHEIM,4,CHEVROLET,AUTO,Covers,80068,AMERICAN,MEDIUM,GM,8268,10209,0
ADESA,5,CHEVROLET,AUTO,Alloy,59196,AMERICAN,SMALL,GM,5600,7291,0
MANHEIM,7,HYUNDAI,AUTO,Alloy,52695,ASIAN,MEDIUM,OTHER,6770,8153,0
MANHEIM,3,NISSAN,AUTO,Covers,70605,ASIAN,MEDIUM,OTHER,10944,10569,0
OTHER,5,CHEVROLET,AUTO,Alloy,92951,AMERICAN,MEDIUM,GM,6250,8682,0
OTHER,1,DODGE,AUTO,Alloy,51970,AMERICAN,MEDIUM,CHRYSLER,7506,8004,0
MANHEIM,4,CHEVROLET,AUTO,Covers,86445,AMERICAN,MEDIUM,GM,8048,10122,1
OTHER,7,CHEVROLET,AUTO,Covers,70820,AMERICAN,SMALL,GM,2920,2755,0
MANHEIM,5,SCION,AUTO,Covers,84082,ASIAN,SMALL,OTHER,6764,8515,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,74719,AMERICAN,SMALL,GM,6323,8416,0
MANHEIM,4,DODGE,AUTO,Covers,78781,AMERICAN,SPECIAL,CHRYSLER,9819,12535,0
ADESA,4,DODGE,AUTO,Covers,69402,AMERICAN,SMALL,CHRYSLER,4516,4207,0
MANHEIM,6,CHEVROLET,AUTO,NULL,89826,AMERICAN,LARGE,GM,11511,13375,1
MANHEIM,3,DODGE,AUTO,Covers,76246,AMERICAN,MEDIUM,CHRYSLER,6461,6418,0
MANHEIM,7,NISSAN,AUTO,Alloy,87484,ASIAN,MEDIUM,OTHER,4893,6601,0
ADESA,4,CHRYSLER,AUTO,Covers,69556,AMERICAN,MEDIUM,CHRYSLER,8321,8008,0
MANHEIM,5,SATURN,AUTO,Alloy,65051,AMERICAN,MEDIUM,GM,5255,4906,0
MANHEIM,2,FORD,AUTO,Covers,68461,AMERICAN,MEDIUM,FORD,7072,6875,0
MANHEIM,3,KIA,MANUAL,Covers,60890,ASIAN,SMALL,OTHER,5285,5192,0
MANHEIM,3,DODGE,AUTO,Covers,75495,AMERICAN,LARGE,CHRYSLER,13162,15811,0
ADESA,7,FORD,AUTO,Alloy,70134,AMERICAN,MEDIUM,FORD,3962,5992,0
ADESA,4,CHRYSLER,AUTO,Alloy,46479,AMERICAN,MEDIUM,CHRYSLER,5789,7851,0
OTHER,1,CHRYSLER,AUTO,Covers,49958,AMERICAN,MEDIUM,CHRYSLER,7639,8210,0
MANHEIM,6,FORD,AUTO,Alloy,90949,AMERICAN,MEDIUM,FORD,4687,4488,0
OTHER,1,CHRYSLER,AUTO,Alloy,56540,AMERICAN,MEDIUM,CHRYSLER,10838,11283,0
MANHEIM,5,MAZDA,AUTO,Alloy,75045,ASIAN,MEDIUM,OTHER,8086,7739,0
MANHEIM,3,CHEVROLET,AUTO,Covers,62319,AMERICAN,LARGE,GM,8151,7916,0
OTHER,2,DODGE,AUTO,Covers,51723,AMERICAN,MEDIUM,CHRYSLER,7371.82,8494.94,0
MANHEIM,6,CHRYSLER,AUTO,Alloy,61100,AMERICAN,MEDIUM,CHRYSLER,4529,6935,0
MANHEIM,7,CHEVROLET,AUTO,Covers,71301,AMERICAN,SMALL,GM,3105,4746,1
MANHEIM,4,MAZDA,AUTO,Alloy,73955,ASIAN,MEDIUM,OTHER,9388,11083,0
ADESA,5,FORD,AUTO,Covers,76057,AMERICAN,SPECIAL,FORD,5677,8192,0
ADESA,4,DODGE,AUTO,Covers,65413,AMERICAN,MEDIUM,CHRYSLER,4968,4893,0
ADESA,5,NISSAN,AUTO,Special,85554,ASIAN,LARGE,OTHER,11502,10839,0
ADESA,6,CHEVROLET,AUTO,NULL,57015,AMERICAN,SMALL,GM,3204,2917,1
MANHEIM,4,CHEVROLET,AUTO,Alloy,76709,AMERICAN,LARGE,GM,7346,9634,0
MANHEIM,4,FORD,AUTO,Alloy,82035,AMERICAN,LARGE,FORD,14397,13402,0
MANHEIM,5,FORD,AUTO,Alloy,60607,AMERICAN,MEDIUM,FORD,6742,6340,0
OTHER,5,SATURN,AUTO,Covers,80632,AMERICAN,MEDIUM,GM,5447,4796,0
MANHEIM,3,CHRYSLER,AUTO,Covers,71808,AMERICAN,MEDIUM,CHRYSLER,8190,10578,0
MANHEIM,4,FORD,AUTO,Alloy,79682,AMERICAN,SMALL,FORD,5977,8468,0
MANHEIM,4,NISSAN,AUTO,Alloy,79691,ASIAN,MEDIUM,OTHER,8343,7825,0
MANHEIM,4,CHEVROLET,AUTO,Covers,61278,AMERICAN,SMALL,GM,4811,7028,0
OTHER,4,DODGE,AUTO,Alloy,67710,AMERICAN,MEDIUM,CHRYSLER,13365,15529,0
MANHEIM,2,VOLVO,AUTO,Alloy,89920,OTHER,SPECIAL,OTHER,14336,16601,0
MANHEIM,2,SUZUKI,AUTO,Covers,37701,ASIAN,MEDIUM,OTHER,6653,6486,0
MANHEIM,4,CHRYSLER,AUTO,Covers,57687,AMERICAN,MEDIUM,CHRYSLER,6009,5808,0
OTHER,4,FORD,AUTO,Alloy,85325,AMERICAN,LARGE,FORD,14766,16774,1
OTHER,3,SCION,AUTO,Covers,72729,ASIAN,MEDIUM,OTHER,10685,10252,0
MANHEIM,7,CHEVROLET,AUTO,Alloy,86544,AMERICAN,MEDIUM,GM,6896,9386,0
ADESA,6,CHRYSLER,AUTO,Alloy,83560,AMERICAN,MEDIUM,CHRYSLER,8297,10200,1
MANHEIM,2,CHEVROLET,AUTO,Covers,54089,AMERICAN,LARGE,GM,8724,11321,0
MANHEIM,4,DODGE,AUTO,Alloy,75842,AMERICAN,MEDIUM,CHRYSLER,10362,13332,0
MANHEIM,4,CHEVROLET,AUTO,Covers,88698,AMERICAN,SPECIAL,GM,6825,8961,0
ADESA,4,CHRYSLER,AUTO,Covers,65190,AMERICAN,MEDIUM,CHRYSLER,9297,11609,0
MANHEIM,3,FORD,AUTO,Alloy,81313,AMERICAN,LARGE,FORD,17823,16738,0
MANHEIM,2,FORD,AUTO,Alloy,51546,AMERICAN,LARGE,FORD,10068,9175,0
MANHEIM,4,VOLKSWAGEN,AUTO,Covers,57975,OTHER,SMALL,OTHER,8186,8333,0
ADESA,4,HYUNDAI,AUTO,Alloy,70860,ASIAN,MEDIUM,OTHER,7470,9183,0
MANHEIM,5,BUICK,AUTO,Alloy,65262,AMERICAN,LARGE,GM,6637,6056,0
ADESA,2,CHEVROLET,AUTO,Alloy,80003,AMERICAN,LARGE,GM,9867,9510,0
MANHEIM,4,CHEVROLET,MANUAL,Covers,60179,AMERICAN,SMALL,GM,6225,6179,0
MANHEIM,2,MAZDA,AUTO,Alloy,89788,ASIAN,SMALL,OTHER,13075,15493,0
MANHEIM,4,DODGE,AUTO,Alloy,72886,AMERICAN,MEDIUM,CHRYSLER,4948,4780,0
MANHEIM,3,CHRYSLER,AUTO,Covers,43175,AMERICAN,MEDIUM,CHRYSLER,6637,9069,0
MANHEIM,4,CHRYSLER,AUTO,Alloy,35138,AMERICAN,MEDIUM,CHRYSLER,7371.82,8494.94,0
OTHER,5,CHRYSLER,AUTO,Alloy,80656,AMERICAN,MEDIUM,CHRYSLER,8477,8181,0
MANHEIM,3,DODGE,AUTO,Covers,95710,AMERICAN,SPECIAL,CHRYSLER,7536,10445,0
MANHEIM,7,FORD,AUTO,Alloy,82666,AMERICAN,LARGE,FORD,4977,5129,0
ADESA,5,PONTIAC,AUTO,Alloy,93731,AMERICAN,SPECIAL,GM,5057,4497,0
MANHEIM,5,JEEP,AUTO,Alloy,86670,AMERICAN,SMALL,CHRYSLER,9101,10464,0
ADESA,6,CHEVROLET,AUTO,Covers,64878,AMERICAN,LARGE,GM,5167,7898,0
MANHEIM,3,CHRYSLER,AUTO,Covers,90842,AMERICAN,SPECIAL,CHRYSLER,7376,9480,0
MANHEIM,2,DODGE,AUTO,Covers,49196,AMERICAN,SPECIAL,CHRYSLER,10194,9810,0
MANHEIM,8,CHEVROLET,AUTO,Covers,92572,AMERICAN,MEDIUM,GM,2267,2217,0
ADESA,3,FORD,AUTO,Alloy,76192,AMERICAN,LARGE,FORD,14124,15227,0
MANHEIM,2,CHRYSLER,AUTO,Covers,81340,AMERICAN,MEDIUM,CHRYSLER,8164,8087,0
MANHEIM,2,FORD,AUTO,Alloy,74443,AMERICAN,MEDIUM,FORD,12483,11895,0
OTHER,3,KIA,AUTO,Covers,63798,ASIAN,MEDIUM,OTHER,8008,10572,0
MANHEIM,4,CHEVROLET,AUTO,Covers,82019,AMERICAN,LARGE,GM,5859,5344,0
MANHEIM,2,HYUNDAI,AUTO,Covers,86987,ASIAN,SMALL,OTHER,6717,6263,0
MANHEIM,3,DODGE,AUTO,Alloy,81054,AMERICAN,SPECIAL,CHRYSLER,10660,10641,0
MANHEIM,4,FORD,AUTO,Alloy,62728,AMERICAN,LARGE,FORD,7375,6871,1
MANHEIM,1,SATURN,AUTO,Alloy,81594,AMERICAN,MEDIUM,GM,12714,12588,0
MANHEIM,3,CHEVROLET,AUTO,Alloy,64711,AMERICAN,LARGE,GM,8693,8335,1
MANHEIM,4,FORD,AUTO,Alloy,75250,AMERICAN,LARGE,FORD,9786,8912,0
MANHEIM,3,PONTIAC,AUTO,Alloy,59145,AMERICAN,LARGE,GM,8758,8498,0
MANHEIM,2,DODGE,AUTO,Covers,52892,AMERICAN,MEDIUM,CHRYSLER,8735,11630,0
MANHEIM,3,CHEVROLET,AUTO,Covers,81726,AMERICAN,LARGE,GM,8107,7907,0
OTHER,5,HYUNDAI,AUTO,Alloy,89949,ASIAN,MEDIUM,OTHER,4482,4248,0
MANHEIM,6,GMC,AUTO,Alloy,93795,AMERICAN,LARGE,GM,11132,13464,0
MANHEIM,4,CHRYSLER,AUTO,Covers,60427,AMERICAN,MEDIUM,CHRYSLER,5669,8044,0
ADESA,6,FORD,AUTO,Covers,57139,AMERICAN,SMALL,FORD,2919,2915,1
OTHER,1,CHRYSLER,AUTO,Covers,45056,AMERICAN,MEDIUM,CHRYSLER,9833,13215,0
MANHEIM,5,FORD,MANUAL,Alloy,61777,AMERICAN,SMALL,FORD,4447,4344,0
ADESA,4,CHRYSLER,AUTO,Covers,83814,AMERICAN,MEDIUM,CHRYSLER,4873,4671,0
MANHEIM,7,MERCURY,AUTO,Alloy,85920,AMERICAN,MEDIUM,FORD,3075,2907,0
ADESA,4,CHRYSLER,AUTO,NULL,80055,AMERICAN,SPECIAL,CHRYSLER,6325,5936,1
MANHEIM,3,CHEVROLET,AUTO,Alloy,88648,AMERICAN,MEDIUM,GM,10759,13445,0
MANHEIM,4,CHEVROLET,AUTO,Covers,79239,AMERICAN,SMALL,GM,4100,3802,0
ADESA,1,CHEVROLET,AUTO,Covers,77796,AMERICAN,SMALL,GM,8711,11558,0
OTHER,7,CHEVROLET,AUTO,Alloy,85330,AMERICAN,LARGE,GM,8154,10826,0
OTHER,2,CHRYSLER,AUTO,Alloy,58197,AMERICAN,MEDIUM,CHRYSLER,6401,6405,0
MANHEIM,4,CHRYSLER,AUTO,Alloy,80626,AMERICAN,MEDIUM,CHRYSLER,5829,8423,0
MANHEIM,5,CHEVROLET,AUTO,Covers,69647,AMERICAN,SMALL,GM,4437,6547,1
MANHEIM,2,CHEVROLET,AUTO,Alloy,75107,AMERICAN,LARGE,GM,11776,13779,0
MANHEIM,5,FORD,AUTO,Alloy,79600,AMERICAN,SMALL,FORD,8964,10943,0
MANHEIM,5,DODGE,AUTO,Alloy,81067,AMERICAN,MEDIUM,CHRYSLER,8945,8615,1
OTHER,1,MITSUBISHI,AUTO,Alloy,51931,ASIAN,MEDIUM,OTHER,9869,10571,0
MANHEIM,7,CHEVROLET,AUTO,Alloy,74691,AMERICAN,LARGE,GM,4308,5795,0
OTHER,3,CHEVROLET,AUTO,Alloy,82734,AMERICAN,MEDIUM,GM,9293,11535,0
MANHEIM,3,CHRYSLER,AUTO,Alloy,68028,AMERICAN,MEDIUM,CHRYSLER,11264,12994,0
