@relation 'train_dataset_4_unbalanced_normalized-weka.filters.unsupervised.attribute.NumericToNominal-R1,3,4,5,7,8,9,18,20,22-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute Auction {MANHEIM,OTHER,ADESA}
@attribute VehicleAge numeric
@attribute Make {CHEVROLET,KIA,DODGE,FORD,SUZUKI,HONDA,CHRYSLER,NISSAN,MAZDA,SATURN,PONTIAC,MITSUBISHI,JEEP,TOYOTA,HYUNDAI,BUICK,GMC,MERCURY,SCION,ISUZU,OLDSMOBILE,VOLKSWAGEN,ACURA,INFINITI,VOLVO,MINI,SUBARU,LINCOLN,LEXUS,CADILLAC,PLYMOUTH}
@attribute Transmission {AUTO,MANUAL,NULL,Manual}
@attribute WheelType {Covers,Alloy,Special,NULL}
@attribute VehOdo numeric
@attribute Nationality {AMERICAN,ASIAN,OTHER,NULL}
@attribute Size {MEDIUM,SPECIAL,SMALL,LARGE,NULL}
@attribute TopThreeAmericanName {GM,OTHER,CHRYSLER,FORD,NULL}
@attribute MMRAcquisitionAuctionAveragePrice numeric
@attribute MMRAcquisitionAuctionCleanPrice numeric
@attribute MMRAcquisitionRetailAveragePrice numeric
@attribute MMRAcquisitonRetailCleanPrice numeric
@attribute MMRCurrentAuctionAveragePrice numeric
@attribute MMRCurrentAuctionCleanPrice numeric
@attribute MMRCurrentRetailAveragePrice numeric
@attribute MMRCurrentRetailCleanPrice numeric
@attribute VNST {VA,FL,TX,NC,IL,CA,AZ,CO,OK,PA,NJ,TN,IN,SC,MO,OR,GA,IA,KY,UT,MD,AL,WV,OH,AR,LA,NM,NH,MA,WA,NV,MS,MN,NE,ID,MI,NY}
@attribute VehBCost numeric
@attribute IsOnlineSale {0,1}
@attribute WarrantyCost numeric
@attribute IsBadBuy {0,1}

@data
MANHEIM,0.555556,MERCURY,AUTO,Alloy,0.759415,AMERICAN,SPECIAL,FORD,0.113411,0.142666,0.113409,0.138448,0.102113,0.131088,0.102093,0.12861,NC,0.11659,0,0.16643,1
MANHEIM,0.555556,CHRYSLER,AUTO,NULL,0.718005,AMERICAN,MEDIUM,CHRYSLER,0.091481,0.106224,0.091482,0.103089,0.093599,0.115248,0.093581,0.113071,CO,0.087636,0,0.147953,1
OTHER,0.444444,CHRYSLER,AUTO,NULL,0.640461,AMERICAN,MEDIUM,CHRYSLER,0.106349,0.134561,0.172093,0.2,0.119368,0.148412,0.184149,0.21465,LA,0.110512,0,0.098493,1
ADESA,0.444444,HYUNDAI,MANUAL,Covers,0.487925,ASIAN,MEDIUM,OTHER,0.084161,0.104715,0.084146,0.101632,0.099341,0.120335,0.099316,0.118067,NC,0.076916,0,0.006111,1
OTHER,0.555556,CHEVROLET,AUTO,Alloy,0.426334,AMERICAN,MEDIUM,GM,0.151444,0.183411,0.151442,0.178001,0.154301,0.179183,0.154291,0.175802,CA,0.169746,0,0.065094,1
ADESA,0.888889,PONTIAC,AUTO,Alloy,0.780327,AMERICAN,LARGE,GM,0.064757,0.08314,0.064744,0.080688,0.071168,0.089179,0.071161,0.087489,GA,0.087857,0,0.311114,1
OTHER,0.555556,FORD,AUTO,Alloy,0.719583,AMERICAN,MEDIUM,FORD,0.066135,0.086913,0.066126,0.084355,0.079371,0.100289,0.079359,0.098381,AZ,0.098024,0,0.074048,1
MANHEIM,0.555556,FORD,AUTO,Alloy,0.575695,AMERICAN,SMALL,FORD,0.087003,0.105721,0.135814,0.147363,0.101066,0.12424,0.171551,0.193365,TN,0.092277,0,0.079306,1
MANHEIM,0.444444,CHEVROLET,AUTO,Alloy,0.632697,AMERICAN,LARGE,GM,0.158936,0.189252,0.224611,0.250854,0.147343,0.178001,0.214924,0.247102,MD,0.167426,0,0.214895,1
MANHEIM,0.555556,FORD,AUTO,Covers,0.738484,AMERICAN,LARGE,FORD,0.299701,0.323869,0.431867,0.455475,0.293638,0.387103,0.377753,0.457205,MD,0.180355,0,0.055571,1
MANHEIM,0.444444,DODGE,AUTO,Covers,0.613768,AMERICAN,SPECIAL,CHRYSLER,0.07664,0.101109,0.076625,0.098142,0.090091,0.115496,0.090071,0.113321,CO,0.117916,0,0.165009,1
MANHEIM,0.888889,MERCURY,AUTO,Alloy,0.80334,AMERICAN,MEDIUM,FORD,0.043028,0.066037,0.095841,0.12451,0.048511,0.069215,0.083523,0.112746,PA,0.094488,0,0.126634,1
ADESA,0.666667,KIA,AUTO,Alloy,0.466625,ASIAN,MEDIUM,OTHER,0.145531,0.168991,0.231522,0.263963,0.141459,0.166369,0.20924,0.22127,FL,0.163558,0,0.123934,1
MANHEIM,0.333333,FORD,AUTO,Covers,0.778541,AMERICAN,MEDIUM,FORD,0.213646,0.242266,0.278246,0.292742,0.240149,0.275897,0.307116,0.320176,CA,0.159579,0,0.06353,1
MANHEIM,0.666667,FORD,AUTO,Covers,0.824288,AMERICAN,SPECIAL,FORD,0.053447,0.068999,0.053449,0.066976,0.082907,0.096576,0.082895,0.094734,VA,0.04741,0,0.290506,1
MANHEIM,0.666667,HONDA,AUTO,Alloy,0.639135,ASIAN,LARGE,OTHER,0.234399,0.257189,0.311442,0.330186,0.256244,0.290087,0.328462,0.374138,FL,0.217156,0,0.065094,1
OTHER,0.333333,CHEVROLET,AUTO,NULL,0.450889,AMERICAN,MEDIUM,GM,0.176933,0.197328,0.246352,0.257433,0.188923,0.210175,0.257327,0.271785,AL,0.147533,0,0.053297,1
MANHEIM,0.444444,CHRYSLER,AUTO,Alloy,0.677226,AMERICAN,MEDIUM,CHRYSLER,0.115678,0.140625,0.179615,0.192341,0.115577,0.138402,0.183966,0.194364,TX,0.102445,0,0.098493,1
MANHEIM,0.888889,FORD,MANUAL,Alloy,0.407027,AMERICAN,SPECIAL,FORD,0.079626,0.100187,0.135628,0.148719,0.093457,0.116733,0.152877,0.178575,TN,0.123221,0,0.06552,1
MANHEIM,0.666667,LINCOLN,AUTO,Alloy,0.801203,AMERICAN,SPECIAL,FORD,0.100551,0.136014,0.174405,0.194852,0.122309,0.161446,0.196564,0.224993,TX,0.097029,0,0.360432,1
MANHEIM,0.444444,CHRYSLER,AUTO,Covers,0.515447,AMERICAN,MEDIUM,CHRYSLER,0.094035,0.106838,0.094033,0.103692,0.115294,0.13678,0.115293,0.134181,TX,0.099129,0,0.107021,1
MANHEIM,0.444444,CHEVROLET,AUTO,Covers,0.590881,AMERICAN,MEDIUM,GM,0.076038,0.096918,0.07604,0.094073,0.12395,0.150392,0.123936,0.147547,AZ,0.086531,0,0.098493,1
OTHER,0.666667,PONTIAC,AUTO,NULL,0.655088,AMERICAN,LARGE,GM,0.118951,0.143224,0.180226,0.201256,0.137103,0.161391,0.202404,0.223444,TX,0.140571,0,0.248152,1
MANHEIM,0.666667,PONTIAC,AUTO,Alloy,0.621352,AMERICAN,LARGE,GM,0.108158,0.137747,0.108146,0.133677,0.105507,0.129025,0.105497,0.126586,TX,0.127641,0,0.29079,1
ADESA,0.555556,CHRYSLER,AUTO,Covers,0.701151,AMERICAN,SPECIAL,CHRYSLER,0.096533,0.122516,0.169488,0.194124,0.130682,0.163976,0.194757,0.22794,TX,0.093935,0,0.184906,1
MANHEIM,0.444444,HYUNDAI,AUTO,Covers,0.642833,ASIAN,MEDIUM,OTHER,0.109622,0.127826,0.175309,0.187368,0.12576,0.146542,0.191378,0.205581,NC,0.094488,0,0.015208,1
MANHEIM,0.777778,JEEP,AUTO,Alloy,0.750523,AMERICAN,SMALL,CHRYSLER,0.127074,0.142302,0.12707,0.138096,0.13665,0.156002,0.136639,0.153043,FL,0.132062,0,0.079733,1
ADESA,0.666667,MITSUBISHI,AUTO,Alloy,0.631831,ASIAN,MEDIUM,OTHER,0.145703,0.158148,0.206485,0.219864,0.154725,0.167166,0.217648,0.22859,CA,0.169415,0,0.015208,1
MANHEIM,0.666667,FORD,AUTO,Alloy,0.546856,AMERICAN,MEDIUM,FORD,0.149234,0.175446,0.210897,0.230563,0.148021,0.182428,0.207223,0.240806,TX,0.165215,0,0.079306,1
MANHEIM,0.444444,GMC,AUTO,Alloy,0.495248,AMERICAN,MEDIUM,GM,0.22131,0.246625,0.221316,0.239352,0.232654,0.258683,0.232655,0.253797,CA,0.190965,0,0.065094,1
OTHER,0.777778,HYUNDAI,AUTO,Covers,0.589258,ASIAN,SMALL,OTHER,0.011223,0.025543,0.011216,0.024787,0.038724,0.051643,0.091171,0.105976,FL,0.066086,0,0.107732,1
MANHEIM,0.444444,FORD,AUTO,Alloy,0.54434,AMERICAN,SPECIAL,FORD,0.21976,0.239863,0.219748,0.232798,0.231041,0.252331,0.231031,0.247577,TX,0.197043,0,0.037806,1
ADESA,0.333333,CHRYSLER,AUTO,NULL,0.318688,AMERICAN,MEDIUM,CHRYSLER,0.128997,0.152614,0.128983,0.148117,0.141685,0.166176,0.141667,0.163036,CA,0.128194,0,0.072911,1
MANHEIM,0.777778,NISSAN,AUTO,NULL,0.594624,ASIAN,LARGE,OTHER,0.141311,0.161865,0.20699,0.227197,0.120556,0.156634,0.187397,0.212726,GA,0.164884,1,0.141131,1
ADESA,0.444444,FORD,AUTO,Special,0.571412,AMERICAN,LARGE,FORD,0.2778,0.327865,0.277794,0.318207,0.276101,0.328888,0.27608,0.322674,LA,0.242463,0,0.06552,1
ADESA,0.555556,DODGE,AUTO,Covers,0.703089,AMERICAN,LARGE,CHRYSLER,0.164619,0.195204,0.164625,0.189453,0.191186,0.228516,0.272465,0.306885,FL,0.218261,0,0.074048,1
MANHEIM,0.333333,CHEVROLET,AUTO,Covers,0.497295,AMERICAN,SMALL,GM,0.137178,0.153537,0.181502,0.1944,0.137499,0.159082,0.195699,0.203732,TX,0.137256,0,0.029704,1
MANHEIM,0.444444,CHEVROLET,AUTO,Covers,0.515123,AMERICAN,SMALL,GM,0.075119,0.095101,0.07511,0.09229,0.090544,0.108566,0.090542,0.1065,FL,0.087857,0,0.079306,1
OTHER,0.444444,CHRYSLER,AUTO,Covers,0.389559,AMERICAN,MEDIUM,CHRYSLER,0.110655,0.131124,0.185914,0.191562,0.120838,0.142995,0.193002,0.204082,CA,0.134382,0,0.072911,1
ADESA,0.666667,PONTIAC,AUTO,NULL,0.738196,AMERICAN,SPECIAL,GM,0.062949,0.093061,0.062937,0.090306,0.076599,0.107576,0.076583,0.105526,NC,0.10156,0,0.700682,1
OTHER,0.555556,FORD,AUTO,NULL,0.792086,AMERICAN,LARGE,FORD,0.276882,0.299723,0.276864,0.290884,0.287415,0.310931,0.287394,0.305061,UT,0.172951,0,0.104463,1
MANHEIM,0.444444,CHRYSLER,AUTO,Covers,0.720945,AMERICAN,SPECIAL,CHRYSLER,0.108703,0.141492,0.108704,0.137318,0.121942,0.155974,0.121919,0.153018,FL,0.132725,0,0.184906,1
MANHEIM,0.666667,FORD,AUTO,Alloy,0.558832,AMERICAN,MEDIUM,FORD,0.169987,0.199033,0.239203,0.256354,0.166492,0.198873,0.231869,0.258719,TX,0.167094,0,0.148664,1
MANHEIM,0.666667,FORD,AUTO,Alloy,0.725111,AMERICAN,SMALL,FORD,0.062748,0.084006,0.062751,0.081542,0.067604,0.092507,0.067599,0.090761,CA,0.078905,0,0.153638,1
MANHEIM,0.777778,FORD,AUTO,Alloy,0.635159,AMERICAN,MEDIUM,FORD,0.096676,0.123606,0.166618,0.204771,0.113145,0.130868,0.187999,0.197562,FL,0.153059,0,0.141131,1
OTHER,0.777778,FORD,AUTO,NULL,0.574974,AMERICAN,SMALL,FORD,0.116281,0.140793,0.181395,0.203491,0.129155,0.154544,0.193316,0.218122,IN,0.161237,0,0.09423,1
ADESA,0.444444,PONTIAC,AUTO,NULL,0.571989,AMERICAN,LARGE,GM,0.132499,0.163318,0.132492,0.158513,0.145136,0.176708,0.145125,0.173379,TX,0.149744,0,0.176379,1
ADESA,0.666667,OLDSMOBILE,AUTO,Covers,0.797975,AMERICAN,MEDIUM,GM,0.055141,0.086466,0.055123,0.083928,0.063248,0.087144,0.063225,0.08549,TX,0.076806,0,0.229107,1
MANHEIM,0.333333,CHEVROLET,AUTO,Covers,0.445352,AMERICAN,LARGE,GM,0.204001,0.223765,0.270724,0.282672,0.197013,0.224447,0.252586,0.280254,CA,0.171846,0,0.147527,1
OTHER,0.666667,FORD,AUTO,Alloy,0.711747,AMERICAN,MEDIUM,FORD,0.057093,0.087304,0.05709,0.084731,0.067321,0.094816,0.067311,0.09301,SC,0.092277,0,0.116686,1
ADESA,0.333333,CHEVROLET,AUTO,Covers,0.418335,AMERICAN,LARGE,GM,0.174867,0.202973,0.174857,0.196986,0.193307,0.220734,0.19329,0.216573,VA,0.169746,0,0.147527,1
MANHEIM,0.666667,JEEP,AUTO,Alloy,0.709961,AMERICAN,SMALL,CHRYSLER,0.152535,0.182685,0.212518,0.233877,0.169858,0.204317,0.242058,0.25707,TX,0.156374,0,0.074048,1
OTHER,0.444444,PONTIAC,AUTO,Alloy,0.621857,AMERICAN,LARGE,GM,0.132729,0.165526,0.132731,0.160648,0.146239,0.180503,0.146225,0.177101,TX,0.147533,0,0.214895,1
MANHEIM,0.444444,FORD,AUTO,Alloy,0.567994,AMERICAN,MEDIUM,FORD,0.097824,0.12601,0.097807,0.1223,0.110967,0.139997,0.110945,0.137354,CO,0.104655,0,0.051592,1
OTHER,0.777778,PONTIAC,AUTO,NULL,0.603227,AMERICAN,SPECIAL,GM,0.07687,0.102283,0.142193,0.169814,0.090318,0.116651,0.154684,0.184621,NC,0.118579,0,0.633883,1
ADESA,0.555556,CHRYSLER,AUTO,Alloy,0.575317,AMERICAN,MEDIUM,CHRYSLER,0.094064,0.120392,0.09406,0.116851,0.126722,0.154407,0.126712,0.151494,AZ,0.119574,0,0.120949,1
OTHER,0.333333,CHRYSLER,AUTO,NULL,0.523383,AMERICAN,MEDIUM,CHRYSLER,0.135082,0.154822,0.13507,0.150251,0.146268,0.167056,0.146251,0.16391,TX,0.110843,0,0.107021,1
ADESA,0.444444,CHRYSLER,AUTO,Covers,0.739007,AMERICAN,MEDIUM,CHRYSLER,0.106837,0.123969,0.174246,0.179432,0.113739,0.134827,0.186742,0.199236,TX,0.113606,0,0.147953,1
MANHEIM,0.555556,CHRYSLER,AUTO,Alloy,0.749405,AMERICAN,MEDIUM,CHRYSLER,0.070268,0.092027,0.070272,0.089327,0.09012,0.111178,0.161442,0.177401,GA,0.083436,0,0.147953,1
OTHER,0.888889,PONTIAC,AUTO,NULL,0.367556,AMERICAN,SPECIAL,GM,0.049773,0.061957,0.109661,0.12672,0.063616,0.07697,0.122626,0.141751,IN,0.125431,0,0.392268,1
MANHEIM,0.666667,DODGE,AUTO,Alloy,0.78617,AMERICAN,MEDIUM,CHRYSLER,0.251076,0.284213,0.315083,0.33212,0.259525,0.304359,0.312957,0.331243,FL,0.202789,0,0.206936,1
OTHER,1,NISSAN,AUTO,NULL,0.629937,ASIAN,LARGE,OTHER,0.073454,0.094794,0.134166,0.150779,0.086952,0.109281,0.146775,0.165684,TX,0.133498,0,0.141131,1
OTHER,0.666667,FORD,AUTO,NULL,0.649966,AMERICAN,SMALL,FORD,0.111631,0.134505,0.111628,0.130537,0.124572,0.148357,0.124565,0.145548,SC,0.1188,0,0.107732,1
MANHEIM,0.333333,FORD,AUTO,Alloy,0.683873,AMERICAN,MEDIUM,FORD,0.232447,0.264148,0.302086,0.317127,0.215625,0.242156,0.286556,0.300215,FL,0.157479,0,0.055571,1
MANHEIM,0.777778,KIA,AUTO,Covers,0.662924,ASIAN,MEDIUM,OTHER,0.015931,0.026409,0.055681,0.083476,0.023987,0.033576,0.061025,0.087839,TX,0.071501,0,0.057845,1
OTHER,0.555556,JEEP,AUTO,NULL,0.732442,AMERICAN,MEDIUM,CHRYSLER,0.255497,0.28167,0.32093,0.328704,0.266342,0.293167,0.330819,0.342685,NC,0.196269,0,0.221717,1
ADESA,0.333333,CHRYSLER,AUTO,NULL,0.313332,AMERICAN,MEDIUM,CHRYSLER,0.114013,0.133695,0.113993,0.129759,0.131927,0.151107,0.131924,0.148246,TX,0.121011,0,0.059693,1
MANHEIM,0.444444,CHEVROLET,AUTO,Alloy,0.416558,AMERICAN,SMALL,GM,0.063609,0.08409,0.063601,0.081617,0.077249,0.098749,0.077237,0.096882,NV,0.094156,0,0.065094,1
OTHER,0.444444,CHEVROLET,AUTO,NULL,0.803809,AMERICAN,LARGE,GM,0.309116,0.365928,0.375522,0.410573,0.320793,0.375196,0.380634,0.430099,TX,0.233622,0,0.124929,1
OTHER,0.555556,PONTIAC,AUTO,Covers,0.493886,AMERICAN,MEDIUM,GM,0.085969,0.107845,0.138365,0.156781,0.089837,0.111426,0.148948,0.172005,OK,0.099682,0,0.17112,1
MANHEIM,0.666667,CHRYSLER,MANUAL,Alloy,0.755357,AMERICAN,MEDIUM,CHRYSLER,0.075205,0.101976,0.075189,0.09897,0.084915,0.117366,0.084911,0.115144,SC,0.086531,0,0.209068,1
MANHEIM,0.666667,FORD,AUTO,Alloy,0.725941,AMERICAN,SMALL,FORD,0.129514,0.168823,0.129515,0.163837,0.160326,0.19516,0.160315,0.191466,CO,0.151512,0,0.190591,1
ADESA,0.222222,CHEVROLET,AUTO,NULL,0.748719,AMERICAN,LARGE,GM,0.228974,0.257525,0.299561,0.320618,0.239301,0.267097,0.314476,0.339437,AZ,0.162784,0,0.240193,1
MANHEIM,0.777778,FORD,AUTO,Alloy,0.622317,AMERICAN,LARGE,FORD,0.192233,0.239164,0.192213,0.23212,0.211326,0.245401,0.211309,0.240756,NC,0.227102,0,0.091103,1
MANHEIM,0.555556,FORD,AUTO,Alloy,0.754626,AMERICAN,LARGE,FORD,0.207044,0.258419,0.207043,0.250804,0.179674,0.213887,0.250334,0.288798,AZ,0.218261,0,0.092524,1
OTHER,0.333333,DODGE,AUTO,Covers,0.637521,AMERICAN,MEDIUM,CHRYSLER,0.156324,0.18383,0.228837,0.244676,0.161033,0.185453,0.228333,0.240257,SC,0.136482,0,0.065094,1
MANHEIM,0.555556,CHRYSLER,MANUAL,Special,0.495951,AMERICAN,MEDIUM,CHRYSLER,0.08264,0.106671,0.162365,0.171999,0.095183,0.12072,0.164558,0.184071,CA,0.087525,0,0.088687,1
MANHEIM,0.333333,CHEVROLET,AUTO,Covers,0.537198,AMERICAN,SMALL,GM,0.138556,0.155577,0.209143,0.219714,0.139111,0.159962,0.219245,0.227141,TX,0.12731,0,0.037806,1
ADESA,0.444444,FORD,MANUAL,Covers,0.594533,AMERICAN,SMALL,FORD,0.081348,0.101668,0.081329,0.098669,0.103895,0.131803,0.18174,0.196912,NC,0.077027,0,0.098493,1
MANHEIM,0.666667,SUZUKI,AUTO,Covers,0.519587,ASIAN,MEDIUM,OTHER,0.050864,0.07048,0.116412,0.125138,0.066925,0.090279,0.120898,0.16446,FL,0.122116,0,0.010091,1
MANHEIM,0.333333,CHRYSLER,AUTO,Covers,0.73357,AMERICAN,MEDIUM,CHRYSLER,0.202423,0.227287,0.202419,0.220593,0.162267,0.188774,0.205308,0.226531,CA,0.150628,0,0.147953,1
MANHEIM,0.888889,MERCURY,AUTO,Covers,0.691069,AMERICAN,LARGE,FORD,0.095815,0.123942,0.157874,0.187946,0.115888,0.14591,0.174275,0.206855,FL,0.097803,0,0.061399,1
MANHEIM,0.222222,CHRYSLER,AUTO,Covers,0.406756,AMERICAN,MEDIUM,CHRYSLER,0.173776,0.187631,0.173767,0.182094,0.188188,0.207095,0.257772,0.272909,AZ,0.159469,0,0.052871,1
MANHEIM,0.555556,MERCURY,AUTO,Alloy,0.718844,AMERICAN,LARGE,FORD,0.164504,0.184473,0.240638,0.248192,0.190592,0.204977,0.263141,0.263391,CO,0.139908,0,0.16643,1
MANHEIM,1,CHRYSLER,AUTO,Alloy,0.772085,AMERICAN,MEDIUM,CHRYSLER,0.039267,0.054607,0.083934,0.104269,0.059882,0.0795,0.104371,0.140327,CA,0.078021,0,0.208641,1
MANHEIM,0.333333,NISSAN,AUTO,Alloy,0.454523,ASIAN,MEDIUM,OTHER,0.430306,0.45952,0.430299,0.445982,0.340707,0.386965,0.434955,0.47794,TX,0.231964,0,0.07689,1
ADESA,0.333333,CHRYSLER,AUTO,NULL,0.581449,AMERICAN,MEDIUM,CHRYSLER,0.132011,0.154962,0.195216,0.203415,0.145164,0.166396,0.218512,0.224693,AZ,0.126426,0,0.107021,1
MANHEIM,0.222222,FORD,AUTO,NULL,0.738593,AMERICAN,MEDIUM,FORD,0.327143,0.356398,0.374857,0.376996,0.329392,0.359467,0.388885,0.397647,OH,0.186986,1,0.055571,1
MANHEIM,0.555556,CHRYSLER,AUTO,Alloy,0.627079,AMERICAN,MEDIUM,CHRYSLER,0.154659,0.182461,0.154658,0.177072,0.168105,0.195738,0.168094,0.192041,FL,0.169636,0,0.131751,1
MANHEIM,0.666667,CHEVROLET,AUTO,Alloy,0.744661,AMERICAN,LARGE,GM,0.093203,0.126904,0.16699,0.191939,0.115803,0.150859,0.184071,0.197812,TX,0.133609,0,0.240193,1
MANHEIM,0.555556,CHEVROLET,AUTO,Covers,0.544773,AMERICAN,MEDIUM,GM,0.102532,0.143392,0.164013,0.204269,0.117303,0.159549,0.182787,0.217648,FL,0.110733,0,0.079306,1
ADESA,0.888889,MERCURY,AUTO,NULL,0.793006,AMERICAN,MEDIUM,FORD,0.051208,0.07565,0.051189,0.07343,0.06073,0.083047,0.060711,0.081468,GA,0.06686,0,0.126634,1
MANHEIM,0.777778,DODGE,AUTO,Alloy,0.775475,AMERICAN,MEDIUM,CHRYSLER,0.024169,0.037644,0.024159,0.036539,0.048256,0.063605,0.048244,0.062406,NC,0.065755,0,0.167567,1
MANHEIM,0.444444,HYUNDAI,AUTO,NULL,0.350287,ASIAN,MEDIUM,OTHER,0.118463,0.136238,0.183708,0.193847,0.143439,0.164829,0.207066,0.226841,FL,0.127641,0,0.002843,1
MANHEIM,0.666667,CHRYSLER,AUTO,Alloy,0.646449,AMERICAN,MEDIUM,CHRYSLER,0.054337,0.081407,0.116704,0.144425,0.061749,0.090499,0.12666,0.144849,CO,0.119021,0,0.098493,1
MANHEIM,0.666667,HYUNDAI,AUTO,Alloy,0.480269,ASIAN,SPECIAL,OTHER,0.130892,0.154822,0.180997,0.1945,0.138998,0.159797,0.192871,0.20723,FL,0.16632,0,0.053297,1
ADESA,0.555556,PONTIAC,AUTO,NULL,0.515285,AMERICAN,LARGE,GM,0.124548,0.154934,0.18198,0.20216,0.137301,0.168459,0.193892,0.216798,VA,0.134493,0,0.176379,1
MANHEIM,0.333333,DODGE,AUTO,Covers,0.431104,AMERICAN,MEDIUM,CHRYSLER,0.131925,0.15049,0.131907,0.146057,0.14457,0.164086,0.144548,0.160987,AZ,0.11438,0,0.088687,1
OTHER,0.777778,BUICK,AUTO,NULL,0.8173,AMERICAN,MEDIUM,GM,0.063551,0.094263,0.125581,0.146283,0.077193,0.108758,0.138315,0.161212,LA,0.101671,0,0.311114,1
MANHEIM,0.888889,GMC,AUTO,Alloy,0.692322,AMERICAN,MEDIUM,GM,0.14909,0.173434,0.200957,0.21434,0.121404,0.149319,0.18593,0.205506,PA,0.182013,0,0.282831,1
OTHER,0.777778,CHRYSLER,AUTO,NULL,0.75018,AMERICAN,MEDIUM,CHRYSLER,0.071933,0.09893,0.136027,0.150301,0.085452,0.113351,0.148608,0.165209,SC,0.096698,0,0.190591,1
OTHER,0.555556,DODGE,AUTO,NULL,0.405963,AMERICAN,LARGE,CHRYSLER,0.238762,0.285778,0.329834,0.352988,0.249851,0.297209,0.339593,0.366843,CA,0.20732,0,0.032831,1
OTHER,0.888889,GMC,AUTO,Alloy,0.624941,AMERICAN,MEDIUM,GM,0.121735,0.148227,0.182166,0.19897,0.127118,0.148329,0.194547,0.213575,WV,0.154938,0,0.257533,1
ADESA,0.777778,FORD,AUTO,NULL,0.730639,AMERICAN,LARGE,FORD,0.189534,0.218931,0.245076,0.251909,0.162278,0.19032,0.205495,0.239682,CA,0.211078,1,0.135162,1
MANHEIM,0.666667,OLDSMOBILE,AUTO,Covers,0.756682,AMERICAN,MEDIUM,GM,0.048108,0.075147,0.048106,0.072928,0.061975,0.089949,0.061968,0.088238,TX,0.085868,0,0.209068,1
MANHEIM,0.666667,MERCURY,AUTO,Alloy,0.554314,AMERICAN,MEDIUM,FORD,0.117802,0.148898,0.117794,0.1445,0.130654,0.162519,0.130641,0.159438,NC,0.169857,0,0.232945,1
MANHEIM,0.777778,JEEP,AUTO,Alloy,0.63377,AMERICAN,SMALL,CHRYSLER,0.115104,0.128469,0.172066,0.177599,0.128363,0.158202,0.173411,0.199785,GA,0.138582,0,0.074474,1
ADESA,0.555556,NISSAN,AUTO,NULL,0.592135,ASIAN,MEDIUM,OTHER,0.180177,0.210966,0.180173,0.204746,0.192119,0.223594,0.192111,0.219371,TX,0.16411,0,0.015208,1
ADESA,0.444444,DODGE,AUTO,Alloy,0.598267,AMERICAN,SMALL,CHRYSLER,0.082726,0.103485,0.082711,0.100427,0.092722,0.115963,0.092716,0.11377,NC,0.087857,0,0.031836,1
MANHEIM,0.333333,SUZUKI,AUTO,Covers,0.673141,ASIAN,SMALL,OTHER,0.094265,0.116145,0.094246,0.112732,0.10777,0.126853,0.10775,0.124463,NC,0.079569,0,0.015208,1
OTHER,0.222222,MINI,AUTO,Alloy,0.378639,OTHER,SMALL,OTHER,0.332453,0.375402,0.418339,0.438774,0.413345,0.47455,0.476494,0.508044,NH,0.208867,0,0.208783,1
OTHER,0.222222,CHRYSLER,AUTO,NULL,0.41039,AMERICAN,MEDIUM,CHRYSLER,0.161519,0.168125,0.24715,0.252436,0.188075,0.19824,0.248789,0.24955,OK,0.121011,0,0.088687,1
OTHER,0.444444,CHEVROLET,AUTO,Covers,0.746826,AMERICAN,LARGE,GM,0.101068,0.133415,0.10105,0.129483,0.114163,0.147284,0.114141,0.144499,AZ,0.13173,0,0.240193,1
MANHEIM,0.444444,DODGE,AUTO,Alloy,0.41875,AMERICAN,MEDIUM,CHRYSLER,0.230782,0.250929,0.230777,0.243521,0.200322,0.235639,0.274142,0.303687,NV,0.203452,0,0.088687,1
OTHER,0.222222,JEEP,AUTO,Covers,0.52635,AMERICAN,SMALL,CHRYSLER,0.268299,0.309952,0.345382,0.357685,0.280005,0.315908,0.351798,0.366269,CA,0.185107,0,0.120949,1
ADESA,0.555556,CHEVROLET,AUTO,Alloy,0.434747,AMERICAN,MEDIUM,GM,0.1883,0.215633,0.257967,0.270844,0.211099,0.238059,0.27697,0.291846,VA,0.19439,0,0.100483,1
ADESA,0.888889,ISUZU,AUTO,NULL,0.654258,ASIAN,MEDIUM,OTHER,0.07311,0.090937,0.117342,0.144299,0.09572,0.119483,0.139965,0.175277,AZ,0.161679,0,0.15776,1
MANHEIM,0.444444,TOYOTA,AUTO,Covers,0.650615,ASIAN,SMALL,OTHER,0.130145,0.148087,0.130126,0.143722,0.144882,0.166066,0.208088,0.233212,AZ,0.129078,0,0.015208,1
OTHER,0.777778,FORD,AUTO,Alloy,0.776404,AMERICAN,SPECIAL,FORD,0.084592,0.101529,0.084571,0.098543,0.097927,0.115908,0.097902,0.11372,AZ,0.087304,0,0.106168,1
MANHEIM,0.222222,CHEVROLET,AUTO,NULL,0.688661,AMERICAN,LARGE,GM,0.207532,0.223933,0.285555,0.286539,0.219076,0.236354,0.295959,0.300739,GA,0.17693,1,0.240193,1
MANHEIM,0.666667,SATURN,AUTO,Alloy,0.528,AMERICAN,MEDIUM,GM,0.083242,0.111785,0.145728,0.171296,0.102113,0.128255,0.168408,0.199335,AZ,0.115927,0,0.037806,1
OTHER,1,JEEP,AUTO,Alloy,0.808751,AMERICAN,MEDIUM,CHRYSLER,0.150508,0.175944,0.187108,0.205588,0.092326,0.111096,0.155863,0.17083,CO,0.151401,0,0.290506,1
